"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","Kingdom","Phylum","Class","Order","Family","Genus"
"1499","OTU_254","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1500","OTU_254","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1501","OTU_254","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1502","OTU_254","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1503","OTU_254","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1504","OTU_254","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1505","OTU_254","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1506","OTU_254","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1507","OTU_254","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"1508","OTU_259","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1509","OTU_259","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1510","OTU_259","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1511","OTU_259","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1512","OTU_259","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1513","OTU_259","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1514","OTU_259","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1515","OTU_259","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1516","OTU_259","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1517","OTU_259","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1518","OTU_259","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1519","OTU_259","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1520","OTU_259","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1521","OTU_259","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1522","OTU_259","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1523","OTU_259","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1524","OTU_259","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1525","OTU_259","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1526","OTU_259","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1527","OTU_259","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"1528","OTU_264","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1529","OTU_264","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1530","OTU_264","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1531","OTU_264","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1532","OTU_264","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1533","OTU_264","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1534","OTU_264","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1535","OTU_264","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1536","OTU_264","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1537","OTU_264","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1538","OTU_264","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1539","OTU_264","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1540","OTU_264","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1541","OTU_264","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1542","OTU_264","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1543","OTU_264","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1544","OTU_264","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1545","OTU_264","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1546","OTU_264","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1547","OTU_264","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1548","OTU_264","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"1549","OTU_269","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1550","OTU_269","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1551","OTU_269","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1552","OTU_269","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1553","OTU_269","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1554","OTU_269","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1555","OTU_269","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1556","OTU_269","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1557","OTU_269","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1558","OTU_269","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1559","OTU_269","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1560","OTU_269","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1561","OTU_269","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1562","OTU_269","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1563","OTU_269","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1564","OTU_269","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1565","OTU_269","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1566","OTU_269","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1567","OTU_269","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1568","OTU_269","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"1569","OTU_270","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1570","OTU_270","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1571","OTU_270","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1572","OTU_270","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1573","OTU_270","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1574","OTU_270","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1575","OTU_270","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1576","OTU_270","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1577","OTU_270","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1578","OTU_270","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1579","OTU_270","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1580","OTU_270","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1581","OTU_270","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1582","OTU_270","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1583","OTU_270","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1584","OTU_270","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1585","OTU_270","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1586","OTU_270","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1587","OTU_270","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1588","OTU_270","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1589","OTU_270","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
"1590","OTU_271","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1591","OTU_271","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1592","OTU_271","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1593","OTU_271","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1594","OTU_271","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1595","OTU_271","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1596","OTU_271","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1597","OTU_271","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1598","OTU_271","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1599","OTU_271","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1600","OTU_271","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1601","OTU_271","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1602","OTU_271","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1603","OTU_271","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1604","OTU_271","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1605","OTU_271","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1606","OTU_271","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
